LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 9.71127502634352, 9.71127502634352, 12.229012996136284, 8.82442748091603, 6.595419847328245, 32.0,
1, 26.333779801768014, 26.333779801768014, 3.1088490043753905, 2.8751035157720395, 9.375381485249237, 32.0,
2, 26.33613145204501, 26.33613145204501, 3.1091266297553135, 9.893129770992367, 9.701052631578948, 32.0,
3, 28.893112569805037, 28.893112569805037, 1.7054962280787695, 9.893129770992367, 5.787854800407102, 32.0,
4, 28.895943562610228, 28.895943562610228, 1.7056633352929649, 9.770992366412214, 15.419849345843796, 32.0,
5, 30.368860055607044, 30.368860055607044, 0.8963031613634024, 9.770992366412214, 22.790726429675424, 32.0,
6, 15.185993820803295, 30.37198764160659, 0.474562306900103, 8.793893129770993, 19.473851030110936, 32.0,
7, 30.368860055607044, 30.368860055607044, 0.8963031613634024, 9.770992366412214, 22.790726429675424, 32.0,
8, 30.37198764160659, 30.37198764160659, 0.8963954685890834, 9.770992366412214, 19.473851030110936, 32.0,
9, 28.893112569805037, 28.893112569805037, 1.7054962280787695, 9.893129770992367, 5.787854800407102, 32.0,
10, 28.895943562610228, 28.895943562610228, 1.7056633352929649, 9.893129770992367, 9.701052631578948, 32.0,
11, 26.333779801768014, 26.333779801768014, 3.1088490043753905, 2.8751035157720395, 9.375381485249237, 32.0,
12, 26.333779801768014, 2.4687918564157516, 0.457183677114028, 2.8751035157720395, 6.595419847328245, 32.0,
