Layer name,IFMAP Height,IFMAP Width,Filter Height,Filter Width,Channels,Num Filter,Strides,
features.0,34,34,3,3,3,64,1,
features.4,18,18,3,3,64,128,1,
features.8,10,10,3,3,128,256,1,
features.11,10,10,3,3,256,256,1,
features.15,6,6,3,3,256,512,1,
features.18,6,6,3,3,512,512,1,
features.22,4,4,3,3,512,512,1,
features.25,4,4,3,3,512,512,1,
classifier,1,1,1,1,512,10,1,
