LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 9.418604651162791, 4.855813953488372, 6.30077519379845, 9.365853658536585, 6.545454545454546, 32.0,
1, 21.697639377197387, 11.186338523355097, 2.7215804453373513, 9.620669406928949, 8.793893129770993, 32.0,
2, 19.58639833448994, 22.384455239417072, 4.663428174878557, 8.923747276688454, 8.793893129770993, 32.0,
3, 23.049407921600654, 26.342180481829317, 2.743977133523887, 9.615023474178404, 9.375381485249237, 32.0,
4, 14.822015725518227, 26.35025017869907, 1.8298784846318799, 7.816793893129771, 9.701052631578948, 32.0,
5, 16.25715405723246, 28.9016072128577, 1.0035280282242258, 8.923747276688454, 10.205782652043869, 32.0,
6, 3.6127009016072127, 28.9016072128577, 0.3010584084672677, 7.816793893129771, 13.344434389140272, 32.0,
7, 3.796498455200824, 30.37198764160659, 0.15818743563336765, 7.816793893129771, 19.473851030110936, 32.0,
8, 17.084243048403707, 30.37198764160659, 0.5272914521112255, 9.615023474178404, 19.473851030110936, 32.0,
9, 16.25715405723246, 28.9016072128577, 1.0035280282242258, 8.923747276688454, 10.205782652043869, 32.0,
10, 25.284658454647257, 28.896752519596866, 1.5050391937290033, 9.620669406928949, 9.701052631578948, 32.0,
11, 23.049407921600654, 26.342180481829317, 2.743977133523887, 9.615023474178404, 9.375381485249237, 32.0,
12, 25.539462015962165, 13.167011528229382, 1.6017341610010838, 2.4583114840062925, 8.793893129770993, 32.0,
13, 21.697639377197387, 11.186338523355097, 2.7215804453373513, 9.620669406928949, 8.793893129770993, 32.0,
14, 6.566733466933868, 0.6156312625250501, 2.0521042084168335, 9.620669406928949, 0.7272727272727273, 32.0,
