LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 9.71127502634352, 2.42781875658588, 3.5967685282753776, 8.82442748091603, 3.272727272727273, 32.0,
1, 17.19804058782365, 4.299510146955913, 2.3886167483088405, 9.40793489318413, 8.727272727272727, 32.0,
2, 17.210084033613445, 8.605042016806722, 4.302521008403361, 9.893129770992367, 8.793893129770993, 32.0,
3, 22.382513661202186, 11.191256830601093, 2.797814207650273, 9.893129770992367, 8.793893129770993, 32.0,
4, 22.423357664233578, 22.423357664233578, 5.294403892944039, 8.121827411167512, 8.793893129770993, 32.0,
5, 26.369098712446352, 26.369098712446352, 3.1130185979971388, 9.75609756097561, 9.375381485249237, 32.0,
6, 13.184549356223176, 26.369098712446352, 1.648068669527897, 8.793893129770993, 9.701052631578948, 32.0,
7, 14.456470588235295, 28.91294117647059, 0.9035294117647059, 8.793893129770993, 8.422206991089787, 32.0,
8, 18.2054433713784, 21.576821773485513, 4.888498683055312, 9.75609756097561, 9.615023474178404, 32.0,
9, 28.91294117647059, 28.91294117647059, 1.7066666666666668, 9.770992366412214, 9.701052631578948, 32.0,
10, 26.369098712446352, 26.369098712446352, 3.1130185979971388, 9.75609756097561, 9.375381485249237, 32.0,
11, 14.691024622716442, 16.266878474980142, 7.85385226370135, 9.893129770992367, 7.816793893129771, 32.0,
12, 26.340836012861736, 13.170418006430868, 1.6463022508038585, 9.893129770992367, 8.793893129770993, 32.0,
13, 22.382513661202186, 11.191256830601093, 2.797814207650273, 9.893129770992367, 8.793893129770993, 32.0,
14, 10.595317725752508, 5.448464578899362, 5.978716935238674, 9.40793489318413, 7.757575757575758, 31.970642201834863,
15, 22.372325898953118, 5.5930814747382795, 1.5536337429828555, 9.734736842105264, 8.793893129770993, 32.0,
16, 17.19804058782365, 4.299510146955913, 2.3886167483088405, 9.40793489318413, 8.727272727272727, 32.0,
17, 3.5720355349555812, 0.3429895712630359, 2.254152182309772, 9.40793489318413, 0.36363636363636365, 31.81651376146789,
