LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
11, 1.0, 40673.0, 1048576, 1.0, 40673.0, 1048576, 255.0, 40703.0, 139264, -3275.0, 40640.0, 1048576, -3275.0, 30810.0, 40942, 10431.0, 41727.0, 131103,
12, 1.0, 47986.0, 1331712, 1.0, 48529.0, 1474560, 1151.0, 48559.0, 39552, -3275.0, 45336.0, 716622, -3275.0, 48489.0, 1474560, 42476.0, 48691.0, 37023,
13, 1.0, 24289.0, 524288, 1.0, 24289.0, 524288, 127.0, 24319.0, 139264, -3275.0, 24266.0, 524288, -3275.0, 21434.0, 73692, 6207.0, 25343.0, 131103,
14, 1.0, 50514.0, 1183744, 1.0, 50849.0, 1310720, 255.0, 50879.0, 158208, -3275.0, 50469.0, 1048576, -3275.0, 47982.0, 171942, 11116.0, 51407.0, 147999,
15, 1.0, 18337.0, 524288, 1.0, 18337.0, 524288, 511.0, 18367.0, 34816, -3275.0, 18314.0, 524288, -3275.0, 14314.0, 114634, 18367.0, 19390.0, 32768,
16, 1.0, 38817.0, 1179648, 1.0, 38817.0, 1179648, 1151.0, 38847.0, 34816, -3275.0, 35651.0, 179817, -3275.0, 38782.0, 1179648, 38847.0, 39870.0, 32768,
17, 1.0, 24289.0, 524288, 1.0, 24289.0, 524288, 127.0, 24319.0, 139264, -3275.0, 24266.0, 524288, -3275.0, 21434.0, 73692, 6207.0, 25343.0, 131103,
18, 1.0, 18337.0, 524288, 1.0, 18337.0, 524288, 511.0, 18367.0, 34816, -3275.0, 18314.0, 524288, -3275.0, 14314.0, 114634, 18367.0, 19390.0, 32768,
19, 1.0, 38817.0, 1179648, 1.0, 38817.0, 1179648, 1151.0, 38847.0, 34816, -3275.0, 35651.0, 179817, -3275.0, 38782.0, 1179648, 38847.0, 39870.0, 32768,
20, 1.0, 24289.0, 524288, 1.0, 24289.0, 524288, 127.0, 24319.0, 139264, -3275.0, 24266.0, 524288, -3275.0, 21434.0, 73692, 6207.0, 25343.0, 131103,
21, 1.0, 18337.0, 524288, 1.0, 18337.0, 524288, 511.0, 18367.0, 34816, -3275.0, 18314.0, 524288, -3275.0, 14314.0, 114634, 18367.0, 19390.0, 32768,
22, 1.0, 38817.0, 1179648, 1.0, 38817.0, 1179648, 1151.0, 38847.0, 34816, -3275.0, 35651.0, 179817, -3275.0, 38782.0, 1179648, 38847.0, 39870.0, 32768,
23, 1.0, 24289.0, 524288, 1.0, 24289.0, 524288, 127.0, 24319.0, 139264, -3275.0, 24266.0, 524288, -3275.0, 21434.0, 73692, 6207.0, 25343.0, 131103,
24, 1.0, 36705.0, 1048576, 1.0, 36705.0, 1048576, 511.0, 36735.0, 69632, -3275.0, 36672.0, 1048576, -3275.0, 32682.0, 245634, 18879.0, 37759.0, 65567,
25, 1.0, 56728.0, 1492992, 1.0, 56753.0, 1769472, 2303.0, 56783.0, 22272, -3275.0, 54656.0, 1032190, -3275.0, 56708.0, 1769472, 56783.0, 57430.0, 20736,
26, 1.0, 20321.0, 524288, 1.0, 20321.0, 524288, 255.0, 20351.0, 69632, -1703.0, -1.0, 16384, -3275.0, 19362.0, 343884, 10431.0, 21375.0, 65567,
27, 1.0, 55048.0, 1327104, 1.0, 55073.0, 1572864, 511.0, 55103.0, 89088, -3275.0, 54963.0, 1048576, -3275.0, 53920.0, 1031634, 21784.0, 55647.0, 82975,
28, 1.0, 17345.0, 524288, 1.0, 17345.0, 524288, 1023.0, 17375.0, 17408, -3275.0, 17322.0, 524288, -3275.0, 17322.0, 524288, 17375.0, 17886.0, 16384,
29, 1.0, 37825.0, 1179648, 1.0, 37825.0, 1179648, 2303.0, 37855.0, 17408, -2620.0, -1.0, 25600, -3275.0, 37790.0, 1179648, 37855.0, 38366.0, 16384,
30, 1.0, 20321.0, 524288, 1.0, 20321.0, 524288, 255.0, 20351.0, 69632, -1703.0, -1.0, 16384, -3275.0, 19362.0, 343884, 10431.0, 21375.0, 65567,
31, 1.0, 17345.0, 524288, 1.0, 17345.0, 524288, 1023.0, 17375.0, 17408, -3275.0, 17322.0, 524288, -3275.0, 17322.0, 524288, 17375.0, 17886.0, 16384,
32, 1.0, 37825.0, 1179648, 1.0, 37825.0, 1179648, 2303.0, 37855.0, 17408, -2620.0, -1.0, 25600, -3275.0, 37790.0, 1179648, 37855.0, 38366.0, 16384,
33, 1.0, 20321.0, 524288, 1.0, 20321.0, 524288, 255.0, 20351.0, 69632, -1703.0, -1.0, 16384, -3275.0, 19362.0, 343884, 10431.0, 21375.0, 65567,
34, 1.0, 17345.0, 524288, 1.0, 17345.0, 524288, 1023.0, 17375.0, 17408, -3275.0, 17322.0, 524288, -3275.0, 17322.0, 524288, 17375.0, 17886.0, 16384,
35, 1.0, 37825.0, 1179648, 1.0, 37825.0, 1179648, 2303.0, 37855.0, 17408, -2620.0, -1.0, 25600, -3275.0, 37790.0, 1179648, 37855.0, 38366.0, 16384,
36, 1.0, 20321.0, 524288, 1.0, 20321.0, 524288, 255.0, 20351.0, 69632, -1703.0, -1.0, 16384, -3275.0, 19362.0, 343884, 10431.0, 21375.0, 65567,
37, 1.0, 17345.0, 524288, 1.0, 17345.0, 524288, 1023.0, 17375.0, 17408, -3275.0, 17322.0, 524288, -3275.0, 17322.0, 524288, 17375.0, 17886.0, 16384,
38, 1.0, 37825.0, 1179648, 1.0, 37825.0, 1179648, 2303.0, 37855.0, 17408, -2620.0, -1.0, 25600, -3275.0, 37790.0, 1179648, 37855.0, 38366.0, 16384,
39, 1.0, 20321.0, 524288, 1.0, 20321.0, 524288, 255.0, 20351.0, 69632, -1703.0, -1.0, 16384, -3275.0, 19362.0, 343884, 10431.0, 21375.0, 65567,
40, 1.0, 17345.0, 524288, 1.0, 17345.0, 524288, 1023.0, 17375.0, 17408, -3275.0, 17322.0, 524288, -3275.0, 17322.0, 524288, 17375.0, 17886.0, 16384,
41, 1.0, 37825.0, 1179648, 1.0, 37825.0, 1179648, 2303.0, 37855.0, 17408, -2620.0, -1.0, 25600, -3275.0, 37790.0, 1179648, 37855.0, 38366.0, 16384,
42, 1.0, 20321.0, 524288, 1.0, 20321.0, 524288, 255.0, 20351.0, 69632, -1703.0, -1.0, 16384, -3275.0, 19362.0, 343884, 10431.0, 21375.0, 65567,
43, 1.0, 34721.0, 1048576, 1.0, 34721.0, 1048576, 1023.0, 34751.0, 34816, -3275.0, 34688.0, 1048576, -3275.0, 34688.0, 1048576, 34751.0, 35774.0, 32768,
44, 1.0, 74676.0, 1843200, 1.0, 74689.0, 2359296, 4614.0, 74719.0, 13824, -3275.0, 73561.0, 1066754, -3275.0, 74633.0, 2359296, 74719.0, 75118.0, 12800,
45, 1.0, 36689.0, 524288, 1.0, 36705.0, 1048576, 527.0, 36735.0, 36864, -852.0, -1.0, 8192, -3275.0, 36672.0, 1048576, 36735.0, 37758.0, 32768,
46, 1.0, 69460.0, 1638400, 1.0, 69473.0, 2097152, 1030.0, 69503.0, 55296, -1703.0, -1.0, 16384, -3275.0, 69422.0, 2097152, 44518.0, 70079.0, 51231,
47, 1.0, 33713.0, 524288, 1.0, 33729.0, 1048576, 2063.0, 33759.0, 9216, -3275.0, 33688.0, 524288, -3275.0, 33696.0, 1048576, 33759.0, 34014.0, 8192,
48, 1.0, 74673.0, 1179648, 1.0, 74689.0, 2359296, 4623.0, 74719.0, 9216, -1900.0, -1.0, 18432, -3275.0, 74633.0, 2359296, 74719.0, 74974.0, 8192,
49, 1.0, 36689.0, 524288, 1.0, 36705.0, 1048576, 527.0, 36735.0, 36864, -852.0, -1.0, 8192, -3275.0, 36672.0, 1048576, 36735.0, 37758.0, 32768,
50, 1.0, 33713.0, 524288, 1.0, 33729.0, 1048576, 2063.0, 33759.0, 9216, -3275.0, 33688.0, 524288, -3275.0, 33696.0, 1048576, 33759.0, 34014.0, 8192,
51, 1.0, 74673.0, 1179648, 1.0, 74689.0, 2359296, 4623.0, 74719.0, 9216, -1900.0, -1.0, 18432, -3275.0, 74633.0, 2359296, 74719.0, 74974.0, 8192,
52, 1.0, 36689.0, 524288, 1.0, 36705.0, 1048576, 527.0, 36735.0, 36864, -852.0, -1.0, 8192, -3275.0, 36672.0, 1048576, 36735.0, 37758.0, 32768,
53, 1.0, 2048.0, 2048, 1.0, 2057.0, 20480, 2078.0, 2087.0, 74, -262.0, -1.0, 2048, -2096.0, -1.0, 20480, 2109.0, 2109.0, 10,
