Layer name,IFMAP Height,IFMAP Width,Filter Height,Filter Width,Channels,Num Filter,Strides,
conv1_1,32,32,3,3,3,32,1,
conv1_2,32,32,3,3,32,32,1,
conv2_1,16,16,3,3,32,64,1,
conv2_2,16,16,3,3,64,64,1,
conv3_1,8,8,3,3,64,128,1,
conv3_2,8,8,3,3,128,128,1,
conv_mid,4,4,3,3,128,128,1,
conv4_2,8,8,3,3,64,64,1,
conv5_2,16,16,3,3,32,32,1,
