LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 2847, 0, 30.347734457323497, 100.0, 30.33707865168539,
1, 5599, 0, 82.30041078764064, 100.0, 82.28571428571425,
2, 2551, 0, 90.31752254018032, 100.0, 90.28213166144201,
3, 1275, 0, 45.1764705882353, 50.0, 45.141065830721004,
4, 1275, 0, 90.3529411764706, 100.0, 90.28213166144201,
5, 2799, 0, 7.717041800643087, 9.375, 7.7142857142857135,
6, 2847, 0, 2.845100105374078, 9.375, 2.844101123595508,
